PMID,PMC ID,Title,Author(s),Abstract,Date of Publication,Date of Electronic Publication,round-A_Agent1_output,round-A_Agent1_reasoning,round-A_Agent1_score,round-A_Agent1_certainty,round-A_Agent2_output,round-A_Agent2_reasoning,round-A_Agent2_score,round-A_Agent2_certainty,round-B_Agent3_output,round-B_Agent3_complications
33960008,,Lacosamide-induced personality changes: An unexpected adverse effect.,Hamard J||Rigal M||Gony M||Bagheri H,"OBJECTIVES: To describe an 'unexpected' case of abrupt personality following the introduction of lacosamide. METHODS: A description of an 82-year-old male receiving neurological follow-up since 2010 due to epilepsy secondary to haemorrhagic stroke. We report a case of abrupt personality change in an 82-year-old male following the introduction of lacosamide with a return to the previous state after its discontinuation. We explored possible mechanisms and pharmacokinetic concerns explaining this personality change. RESULTS: In fact, a few days after introducing lacosamide, the patient was described as 'gentle', 'calm' and apologetic for his past aggressions against his family and caregivers which was in complete contrast to his usual personality. There was also marked insistence and the use of sexualised language towards women in his close circle, especially his home nurses. In view of his insistent behaviour towards his nurses and unusual sexualised language, lacosamide was withdrawn. A few days later, the patient displayed his usual, vindictive, aggressive and forceful character. He no longer made any sexualised remarks to his home nurses. CONCLUSION: To our knowledge, this is the first case of a sudden behavioural and personality change reported by family, friends and carers following the introduction of lacosamide.",2022 Feb,20210605.0,"{'certainty': 100, 'reasoning': 'The article discusses an adverse effect of a medication, not complications or adverse effects of COVID-19 vaccination.', 'score': 2}","The article discusses an adverse effect of a medication, not complications or adverse effects of COVID-19 vaccination.",2,100,"{'reasoning': 'The article discusses an adverse effect related to lacosamide, not vaccinations against COVID-19, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses an adverse effect related to lacosamide, not vaccinations against COVID-19, thus it does not meet the criteria.",2,95,,
33941013,,Clinical case report: endoluminal thermal ablation of main pancreatic duct for patients at high risk of postoperative pancreatic fistula after pancreaticoduodenectomy.,Ielpo B||Pueyo-Periz EM||Radosevic A||Andaluz A||Berjano E||Grande L||Sanchez-Velazquez P||Burdio F,"PURPOSE: Multiple attempts have been made to manage the pancreatic stump and the pancreatic duct in order to reduce the rate of postoperative pancreatic fistula (POPF) after pancreaticoduodenectomy (PD), however radiofrequency-based technologies could help to achieve this goal. Previous encouraging clinical and experimental results support the use of endoluminal thermal ablation (ETHA) of the main pancreatic duct to reduce pancreatic exocrine secretion and hence POPF. We here describe our initial clinical experience with ETHA of the main pancreatic duct in two cases at high risk of POPF. METHODS: Two cases underwent PD for malignancy with a high risk of POPF (adenocarcinoma, obese patients, surgical difficulties with heavy intraoperative blood loss, soft pancreas or walled-off pancreatitis and a tight small pancreatic main duct). In both cases, ETHA of the main pancreatic duct was conducted intraoperatively just before Blumgart-type pancreatic-jejunal anastomosis using a ClosureFast catheter (Medtronic, Mansfield, MA, USA) normally used for varicose vein treatment (therefore an off-label use). RESULTS: Although a clear radiological POPF was detected in the second case, the clinical postoperative course in both cases was uneventful. Little pancreatic fluid collected in the abdominal drainage with low levels of amylase enzyme, confirming low exocrine pancreatic function. No other procedure-related complications were detected. CONCLUSION: Endoluminal thermal ablation of the main pancreatic duct may be a feasible and safe technique to reduce the adverse effects of POPF after PD.",2021,,"{'certainty': 100, 'reasoning': 'The article focuses on pancreatic surgery and does not discuss COVID-19 vaccination complications.', 'score': 2}",The article focuses on pancreatic surgery and does not discuss COVID-19 vaccination complications.,2,100,"{'reasoning': 'The article discusses a clinical case report on endoluminal thermal ablation for managing postoperative pancreatic fistula, which is unrelated to complications or adverse effects of COVID-19 vaccinations.', 'score': 2, 'certainty': 95}","The article discusses a clinical case report on endoluminal thermal ablation for managing postoperative pancreatic fistula, which is unrelated to complications or adverse effects of COVID-19 vaccinations.",2,95,,
33879720,PMC8078377,Postoperative extremity gangrene in a patient with type 2 diabetes taking SGLT2 inhibitors: A case report.,Wong YC||Liu KL||Lee CL,"RATIONALE: Sodium-glucose cotransporter 2 (SGLT2) inhibitors have been approved and marketed since March 2013. The proportion of patients with type 2 diabetes (T2D) taking SGLT2 inhibitors is increasing. The perioperative adverse effects of SGLT2 inhibitors, especially euglycemic diabetic ketoacidosis (euDKA), should be taken into consideration in perioperative patient evaluation in both elective and emergency surgeries. PATIENT CONCERNS: A 57-year-old woman taking SGLT2 inhibitors for T2D developed euDKA after undergoing an emergency orthopedic surgery; the euDKA diagnosis was delayed, thereby causing extremity gangrene. DIAGNOSES: EuDKA was diagnosed based on the presence of strongly positive ketonuria, elevated blood beta-hydroxybutyrate level, and severe metabolic acidosis. INTERVENTION: EuDKA was treated with insulin infusion with dextrose solution and intravenous fluid resuscitation. OUTCOME: Due to a delayed diagnosis of euDKA, the patient received a high-dose vasopressor, which led to limb gangrene and amputation 6 months later. LESSONS: EuDKA is often misdiagnosed due to the absence of hyperglycemia. Serum beta-hydroxybutyrate levels or urinalysis could be used as screening tools for euDKA in patients scheduled for emergency surgery, in order to preoperatively administer rapid fluid resuscitation and insulin infusion with dextrose solution, which should continue postoperatively along with serum beta-hydroxybutyrate monitoring.",2021 Apr 23,,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of COVID-19 vaccinations.', 'score': 2}",The article does not discuss complications or adverse effects of COVID-19 vaccinations.,2,100,"{'reasoning': 'The article discusses complications related to SGLT2 inhibitors in a patient with type 2 diabetes, not complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 90}","The article discusses complications related to SGLT2 inhibitors in a patient with type 2 diabetes, not complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,90,,
33874646,,Voriconazole-induced periostitis.,Fernandez Avila DC||Diehl M||Degrave AM||Buttazzoni M||Pereira T||Aguirre MA||Basquiera AL||Scolnik M,"Voriconazole is a fluorinated drug from the triazole group that is widely used in the prophylaxis and treatment of fungal infections in immunosuppressed patients. Chronic use of this medication can generate, as an adverse effect, a multifocal, asymmetric, diffuse and nodular periosteal reaction, associated with severe and disabling skeletal pain and elevated alkaline phosphatase and serum fluoride. Radiography is the imaging technique of choice for periostitis diagnosis. In general, clinical manifestations and radiographic findings disappear, when the drug is discontinued. We report the clinical case of a 44 year-old woman diagnosed with acute myeloid leukemia, who developed an invasive fungal infection treated with voriconazole after a stem cell transplant. Nine months after starting antifungal treatment, she manifested symptoms and radiological signs compatible with periostitis. Due to clinical suspicion, we decided to suspend voriconazole, with consequent resolution of clinical manifestations and radiological findings.",2021 Apr 19,20210419.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID-19; it focuses on a drug-induced periostitis.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID-19; it focuses on a drug-induced periostitis.,2,100,"{'reasoning': 'The article discusses the adverse effects of voriconazole, not COVID-19 vaccinations, thus it does not meet the specified criteria.', 'score': 2, 'certainty': 90}","The article discusses the adverse effects of voriconazole, not COVID-19 vaccinations, thus it does not meet the specified criteria.",2,90,,
33867154,,Brigatinib-induced tuberculosis reactivation: A case report.,Kes V||Sutcuoglu O||Gurler F||Yazici O||Ozet A,"Brigatinib is a novel potent tyrosine kinase inhibitor as third-generation therapy for anaplastic lymphoma kinase (ALK) rearrangement positive non-small cell lung cancer (NSCLC). Clinical trials show that brigatinib is potent choice of treatment for the first line and further lines of treatment of ALK rearranged NSCLC with highly potent anti-tumor effect on brain metastasis. The adverse effects of brigatinib are tolerable and managable. However, there is limited data about effects on immune system. The most possible serious adverse effect of brigatinib on immune system might be brigatinib associated grade 3-4 lymphopenia. Here we report a brigatinib-induced tuberculosis reactivation patient who is using third-line brigatinib for metastatic NSCLC and have partial response.",2021 Dec,20210410.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses the adverse effects of brigatinib, specifically its potential to reactivate tuberculosis, but it does not address complications or adverse effects related to COVID-19 vaccinations, which is the focus of the scoring task.', 'score': 2, 'certainty': 90}","The article discusses the adverse effects of brigatinib, specifically its potential to reactivate tuberculosis, but it does not address complications or adverse effects related to COVID-19 vaccinations, which is the focus of the scoring task.",2,90,,
33863579,,Kratom Ingestion and Emergency Care: Summary and a Case Report.,Hall A||Hall D,"Kratom ingestion for its psychotropic effect or to self-treat opioid withdrawal symptoms has increased over the last 10 years in the United States. Although mild adverse effects have been observed in users, reports of respiratory failure and shock after kratom consumption remain rare. In this case, a 35-year-old man initially presented to the emergency department with profound circulatory shock, metabolic acidosis, hypoxia, and symptoms of autonomic nervous system dysfunction. The patient required vasopressor support, multiregimen sedation and rapid sequence intubation, mechanical ventilation, and emergent hemodialysis. Within 72 hours, the patient's condition stabilized, and he was extubated. The patient reported regular consumption of large quantities of kratom as well as injection of heroin and cocaine. In this report, a rare clinical presentation after kratom ingestion is described.",2021 Jul,,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses complications related to kratom ingestion, not vaccinations against COVID-19, thus it does not meet the criteria for the scoring task.', 'score': 2, 'certainty': 95}","The article discusses complications related to kratom ingestion, not vaccinations against COVID-19, thus it does not meet the criteria for the scoring task.",2,95,,
33858882,PMC8054038,Flecainide-induced myalgias and weakness: a rare adverse reaction.,Kumar D||Rehman ME||Mersfelder T||Patel P,"Flecainide is a class 1C antiarrhythmic, which is known to cause several cardiac and non-cardiac adverse reactions. We report a case of a 62-year-old woman with atrial fibrillation who presented with generalised myalgias and intermittent chest heaviness after being started on flecainide. She had undergone her third cardiac ablation 1 week prior to presentation and was subsequently started on flecainide 150 mg two times per day. On physical examination, she had diminished reflexes and diffuse calf tenderness. Her blood tests demonstrated an increased erythrocyte sedimentation rate and C reactive protein, but otherwise normal infectious and autoimmune labs. Her ECG showed normal sinus rhythm. A Naranjo score of 7 suggested flecainide as a probable cause of her myalgias. The patient's symptoms started to normalise within 24 hours of discontinuation of flecainide. Our case highlights that myalgias are a potential rare adverse effect that should be considered in patients prescribed flecainide.",2021 Apr 15,20210415.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore, it does not meet the specified criteria.', 'score': 2}","The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore, it does not meet the specified criteria.",2,100,"{'reasoning': 'The article discusses adverse reactions to flecainide, not complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 90}","The article discusses adverse reactions to flecainide, not complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,90,,
33847193,,Ribociclib induced acute kidney injury: A case report.,Gulturk I||Yilmaz M||Ozmen A||Tacar SY||Erdal GS||Tural D,"INTRODUCTION: Among females, breast cancer is the most common type of cancer. Hormon receptor positive (HR+) subtype constitutes 75% of the diagnosed breast cancers. Combination of the cyclin D-cyclin-dependent kinase 4/6 (CDK4/6) inhibitor and endocrine therapy significantly improves overall survival and progression-free survival. Ribociclib is an oral CDK 4/6 inhibitor and some adverse effects are identified. According to MONALEESA 2-3-7 studies, no adverse effect (AE) were reported due to grade 3 or 4 acute kidney injury (AKI) that caused treatment discontinuation. CASE REPORT: We report a ribociclib-induced grade 3 AKI in an elderly woman who was treated for metastatic breast cancer. During first cycle of therapy, she was admitted to the oncology clinic with diagnosis of AKI.Management and outcome: Ribociclib treatment was discontinued and secondary causes of AKI were excluded. During the follow-up, kidney function values returned to the normal range spontaneously. Ribociclib treatment was re-initiated by reducing the dose (400 mg daily). Despite dose reduction; grade 3 AKI recurred when ribociclib was re-initiated and the drug was permanently discontinued. DISCUSSION: According to MONALEESA 2-3-7 studies; no AE were reported due to grade 3 or 4 AKI. Despite these studies, the FDA reported that 20% of patients with ribociclib + letrozole combination therapy may have any stage elevation of creatinine. Ribociclib induced creatinine elevations are generally mild (grade 1-2) and can be managed by dose reduction or close monitoring of creatinine levels. We report the first case of grade 3 AKI that caused treatment discontinuation following administration of ribociclib.",2021 Dec,20210413.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses ribociclib-induced acute kidney injury, which is unrelated to complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses ribociclib-induced acute kidney injury, which is unrelated to complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,95,,
33821517,,Therapeutic Bayesian monitoring of sunitinib in two patients with impaired absorption or elimination.,Leenhardt F||Viala M||Tosi D||Samalin-Scalzi E||Evrard A||Mbatchi LC,"WHAT IS KNOWN AND OBJECTIVE: Sunitinib pharmacokinetics can be influenced by the physio-pathological conditions of individual patients. Therapeutic drug monitoring (TDM) helps to optimize efficacy and reduce the risk of adverse effects. We report on the use of Bayesian analysis to optimize sunitinib blood levels. CASE SUMMARY: We describe two patients with risk of sunitinib pharmacokinetic variability due to gastrectomy and ongoing haemodialysis, respectively. TDM and Bayesian estimation allowed maintaining their sunitinib pharmacokinetic profiles within the usual limits. WHAT IS NEW AND CONCLUSION: Our analysis showed that Bayesian analysis can be successfully applied for real-time TDM to optimize sunitinib blood levels in patients with major comorbidities.",2021 Aug,20210405.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses the pharmacokinetics of sunitinib and its therapeutic drug monitoring, which is unrelated to complications or adverse effects of COVID-19 vaccinations.', 'score': 2, 'certainty': 95}","The article discusses the pharmacokinetics of sunitinib and its therapeutic drug monitoring, which is unrelated to complications or adverse effects of COVID-19 vaccinations.",2,95,,
33810799,PMC8019162,Atypical anti-glomerular basement membrane glomerulonephritis in a patient with metastatic melanoma treated with mitogen-activated protein kinase and immune checkpoint inhibitors: a case report.,Kyriazis P||Tiwary A||Freeman J||Landry D||Braden G,"BACKGROUND: Immune checkpoint inhibitors and mitogen-activated protein kinase inhibitors have become the standard of care in patients with advanced melanoma bearing V600 mutations. However, little is known about their nephrotoxicity. To date, only two cases of anti-glomerular basement membrane glomerulonephritis after exposure to checkpoint inhibitors have been documented. Herein, we report the first case of a patient with metastatic melanoma who developed linear Immunoglobulin G 3+, Immunoglobulin A 2+, kappa 2+, lambda 1+ anti-glomerular basement membrane glomerulonephritis with negative serology following treatment with checkpoint inhibitors and subsequently mitogen-activated protein kinase inhibitors. CASE PRESENTATION: A 58-year-old Caucasian male was referred to our outpatient nephrology clinic with acute kidney injury and proteinuria. He had received three cycles of ipilimumab and nivolumab for recurrent melanoma positive for the BRAF V600E mutation with metastasis to the lungs. Immunotherapy had been discontinued in the setting of severe adverse effects including dermatitis, colitis, and hepatitis. Because of persistent bilateral lung metastases and left pleural metastases, the patient had been initiated on dabrafenib and trametinib until his presentation to our clinic 6 months later. On presentation, his blood pressure was 172/89 mm/Hg and had 2+ edema bilaterally. His creatinine level was 2.4 mg/dL from a previous normal baseline with a urinary protein-to-creatinine ratio of 2 g/g. His urinalysis showed dysmorphic erythrocytes and red blood cell casts. Serologic testing was negative for antineutrophilic cytoplasmic antibodies, proteinase 3 antigen, myeloperoxidase, and anti-glomerular basement membrane antibody. Complement levels were normal. A renal biopsy showed focal crescentic (2 of 15 glomeruli with cellular crescents), proliferative, and sclerosing glomerulonephritis with diffuse linear staining of glomerular capillary loops dominant for IgG (3+), IgA (2+), kappa (2+), and lambda (1+) minimal changes. He was initiated on oral cyclophosphamide and pulse intravenous methylprednisolone followed by oral prednisone for 6 months, which stabilized his renal function until reinitiation of immunotherapy. CONCLUSIONS: Acute kidney injury is an increasingly reported adverse effect of both drug classes, mostly affecting the tubulointerstitial compartment and infrequently the glomerulus. Although the biologic effect of these drugs on immune cells is not entirely understood, it is possible that BRAF-induced podocyte injury in combination with direct T-cell-mediated glomerular injury facilitated by checkpoint inhibitors led to the unmasking of cryptic antigens, loss of self-tolerance, and autoimmunity. More importantly, we show that treatment with corticosteroids and cyclophosphamide was able to improve and stabilize our patient's renal function until the reinitiation of immunotherapy.",2021 Apr 3,20210403.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of COVID-19 vaccinations.', 'score': 2}",The article does not discuss complications or adverse effects of COVID-19 vaccinations.,2,100,"{'reasoning': 'The article discusses nephrotoxicity related to immune checkpoint inhibitors and mitogen-activated protein kinase inhibitors in melanoma treatment, not complications or adverse effects of COVID-19 vaccinations.', 'score': 2, 'certainty': 95}","The article discusses nephrotoxicity related to immune checkpoint inhibitors and mitogen-activated protein kinase inhibitors in melanoma treatment, not complications or adverse effects of COVID-19 vaccinations.",2,95,,
33790139,PMC8079929,Evaluation of the Long-term Administration of Rifaximin for More than Three Years in the Treatment of Repeated and Recurrent Overt Hepatic Encephalopathy.,Fujiwara Y||Suzuki K||Yusa K||Eizuka M||Miura M||Watanabe Y||Takahashi H||Takikawa Y,"The patient was a 65-year-old man with alcoholic liver cirrhosis who had been admitted to hospital 5 times for repeated and recurrent overt hepatic encephalopathy (HE) despite numerous therapies, including disaccharide, branched-chain amino acid (BCAA) formula, L-carnitine and zinc. After the additional administration of rifaximin (1,200 mg/day orally), his consciousness level was well controlled for 3 years without any adverse effects. The long-term administration of rifaximin may be useful and safe for managing recurrent overt HE, although the maintenance dosage and duration of rifaximin and safety should be evaluated in patients with ameliorated HE.",2021,20210401.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses the long-term administration of rifaximin for hepatic encephalopathy and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses the long-term administration of rifaximin for hepatic encephalopathy and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,95,,
33784493,,Sigmoid Sinus Thrombosis Followed by Splenic Infarction Due to Imatinib Therapy in a Patient with Gastrointestinal Stromal Tumor; Hematological Side Effects of Imatinib.,Yilmaz H||Demirag G||Yilmaz A,"Imatinib has an important place as an adjuvant therapy as well as in the treatment of metastatic disease caused by gastrointestinal stromal tumor (GIST), which is one of the common mesenchymal tumors of the gastrointestinal tract. Imatinib is a tyrosine kinase inhibitor and is generally well tolerated. However, it can cause some serious adverse effects. The most common of these are edema on the face and legs, headache, fatigue, nausea, vomiting, and rash on the skin. The most serious side effects, albeit less common, are gastrointestinal or intraabdominal bleeding. However, thrombotic events such as sigmoid sinus thrombosis and splenic infarction are extremely rare. The current report presents a patient with GIST who is treated with imatinib 400 mg/day. The patient presented with edema on the face and headache in the second month of imatinib therapy, after which she was diagnosed with sigmoid sinus thrombosis. The patient who presented with abdominal pain approximately three months later developed splenic infarction. She was administered acetylsalicylic acid, supplemental oxygen (O2) in the first episode of thrombosis, and imatinib therapy was discontinued. The patient's complaints and thrombus regressed, after which imatinib therapy was resumed. She was administered intravenous hydration, supplemental oxygen, analgesics, and imatinib therapy was discontinued after the patient sustained splenic infarction. After resolution of sigmoid sinus thrombosis and the regression of splenic infarction area, the patient was switched to sunitinib therapy. She is attending routine control visits. Sigmoid sinus thrombosis and splenic infarction should be kept in mind as a rare cause of headache and abdominal pain in patients treated with imatinib, and detailed neurological and gastrointestinal evaluation should be performed.",2021,,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of COVID-19 vaccinations.', 'score': 2}",The article does not discuss complications or adverse effects of COVID-19 vaccinations.,2,100,"{'reasoning': 'The article discusses complications related to imatinib therapy, specifically sigmoid sinus thrombosis and splenic infarction, rather than complications or adverse effects of vaccinations against COVID-19, which is the specified focus of the scoring task.', 'score': 2, 'certainty': 90}","The article discusses complications related to imatinib therapy, specifically sigmoid sinus thrombosis and splenic infarction, rather than complications or adverse effects of vaccinations against COVID-19, which is the specified focus of the scoring task.",2,90,,
33762290,PMC7993241,Capecitabine-induced hyperosmolar hyperglycaemic state.,Yim C||Hussein N||Arnason T,"An elderly woman with metastatic breast cancer was admitted with hyperglycaemic hyperosmolar state (HHS) and an elevated haemoglobin A1C. For 1 week, she had experienced confusion, nausea and frequent urination. Preceding this, she had completed seven cycles of capecitabine chemotherapy for her breast cancer. She did not have a history of diabetes prior to chemotherapy. Given the temporal dysglycaemia following the patient's chemotherapy regimen, capecitabine was thought to be a probable offending agent. The patient was acutely treated for HHS, and was discharged on a basal-bolus insulin regimen. Her capecitabine was held pending review with her oncology team. The patient was ultimately titrated down to basal insulin only by her family doctor. Given the common use of capecitabine, it is important to recognise the risk of hyperglycaemic and hyperglycaemic emergencies as potential adverse effects. This highlights the need to monitor blood glucose throughout treatment to prevent hyperglycaemic emergencies.",2021 Mar 24,20210324.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of COVID-19 vaccinations.', 'score': 2}",The article does not discuss complications or adverse effects of COVID-19 vaccinations.,2,100,"{'reasoning': 'The article discusses a case of hyperglycaemic hyperosmolar state induced by capecitabine chemotherapy, which is unrelated to COVID-19 vaccinations and their complications or adverse effects.', 'score': 2, 'certainty': 95}","The article discusses a case of hyperglycaemic hyperosmolar state induced by capecitabine chemotherapy, which is unrelated to COVID-19 vaccinations and their complications or adverse effects.",2,95,,
33757456,PMC7988925,Plaque erosion causing ST-elevation myocardial infarction after consumption of cannabis and N(2)O in a 27-year old man: a case report.,Bar S||Praz F||Raber L,"BACKGROUND: The recreational drugs cannabis and nitrous oxide (N(2)O) are known for pro-atherogenic effects and are associated with an elevated risk of myocardial infarction. These cardiovascular effects might be underestimated by the public. Culprit-lesion composition of myocardial infarctions associated with cannabis and N(2)O has been unknown so far. This case report aims to raise the awareness of the adverse cardiovascular effects of cannabis and N(2)O and reports, for the first time, optical coherence tomography (OCT) findings of the culprit lesion. CASE PRESENTATION: This is a case report of a 27-year old man with anterior ST-segment-elevation myocardial infarction (STEMI) after intoxication with cannabis and N(2)O. Coronary angiography and OCT revealed plaque erosion with subsequent subtotal thrombotic occlusion of the left anterior descending artery that was successfully treated with 1 drug-eluting stent. The patient was symptom free at 6 months follow-up and had been able to abstain from drug consumption. CONCLUSIONS: This is the first case to demonstrate the association between cannabis and N(2)O abuse and plaque erosion on OCT in a young man with STEMI. In contrast to smoking, whose adverse effects are well-known, the cardiovascular effects of cannabis and N(2)O might be underestimated. These adverse effects should gain more awareness in the public to prevent early vascular events in young adults.",2021 Mar 23,20210323.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore it does not meet the specified criteria.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID-19; therefore it does not meet the specified criteria.,2,100,"{'reasoning': 'The article discusses the cardiovascular effects of cannabis and nitrous oxide, not complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 90}","The article discusses the cardiovascular effects of cannabis and nitrous oxide, not complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,90,,
33752415,,Successful management of adenoid cystic carcinoma of the lacrimal sac with apatinib combined with concurrent chemoradiotherapy: a case report.,Zhang S||Wu Q||Liu D||Yu H||Zhong Y||Zhou Y,"Adenoid cystic carcinoma (ACC) of the lacrimal sac is an extremely rare disease with a poor prognosis. There is currently no standard treatment for this malignancy. Radical surgical excision followed by radiotherapy and chemotherapy is the preferred treatment for localized ACC of the lacrimal sac. Apatinib has shown efficacy in recurrent/metastatic ACC. The role of apatinib in combination with concurrent chemoradiotherapy in patients with non-operated localized advanced ACC is not clear. Here, we report a 30-year-old man with a 1-year history of epiphora of the left eye and nasal congestion who was diagnosed as ACC of the lacrimal sac. The computed tomography (CT) scan showed the tumor invading the left orbit and left maxillary sinus. He refused surgical resection and instead received combined apatinib and nedaplatin-based concurrent chemoradiotherapy. He experienced moderate adverse effects such as nausea, hypertension, myelosuppression that were well controlled after symptomatic supportive care. Complete response was observed 3 weeks following the treatment. The patient remained free of disease until the last follow up by December 2020, 22 months after the treatment. This case suggested that combined apatinib and concurrent chemoradiotherapy might be an option for locally advanced ACC patients who are ineligible for or rejective to surgical resection.",2021 Jul,20210312.0,"{'certainty': 100, 'reasoning': 'The article focuses on the treatment of adenoid cystic carcinoma, not on COVID-19 vaccination complications.', 'score': 2}","The article focuses on the treatment of adenoid cystic carcinoma, not on COVID-19 vaccination complications.",2,100,"{'reasoning': 'The input item discusses a case report on the management of adenoid cystic carcinoma and does not address complications or adverse effects of vaccinations against COVID-19, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The input item discusses a case report on the management of adenoid cystic carcinoma and does not address complications or adverse effects of vaccinations against COVID-19, thus it does not meet the criteria.",2,95,,
33709301,,Ceftolozane/tazobactam for Pseudomonas aeruginosa pulmonary exacerbations in cystic fibrosis adult patients: a case series.,Ottino L||Bartalesi F||Borchi B||Bresci S||Cavallo A||Baccani I||Rossolini GM||Bartoloni A,"Management of cystic fibrosis (CF) patients colonized with Pseudomonas aeruginosa is challenging due to its virulence and multi-drug resistance. Ceftolozane/tazobactam (C/T) is a promising new antipseudomonal agent, and clinical data on CF are limited. We describe our experience in the use of C/T for P. aeruginosa-related pulmonary exacerbations (PE) in CF adults admitted within 2016 and 2019 at Careggi Hospital, Florence, Italy. PE was diagnosed as deterioration of respiratory function, worsening cough, and increasing of sputum. C/T was given at the dose of 3 g every 8 h. C/T was used in ten patients. Mean length of C/T treatment was 16.3 days, and tobramycin was the most frequently combined antipseudomonal agent. All patients were successfully treated although susceptibility testing on sputum sample showed C/T resistance in two cases. No adverse effects related to C/T were reported. To our knowledge this is the largest case series on CF patients treated with C/T. Clinical responses were encouraging even where C/T resistant P. aeruginosa was isolated, probably due to multiple phenotypes colonizing CF lungs. C/T could play a promising role in combination therapy against P. aeruginosa as a part of a colistin-sparing regime.",2021 Oct,20210312.0,"{'certainty': 100, 'reasoning': 'The article focuses on the use of Ceftolozane/Tazobactam in cystic fibrosis patients and does not discuss COVID-19 vaccination complications.', 'score': 2}",The article focuses on the use of Ceftolozane/Tazobactam in cystic fibrosis patients and does not discuss COVID-19 vaccination complications.,2,100,"{'reasoning': 'The article discusses the use of Ceftolozane/tazobactam for treating pulmonary exacerbations in cystic fibrosis patients and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses the use of Ceftolozane/tazobactam for treating pulmonary exacerbations in cystic fibrosis patients and does not address complications or adverse effects of COVID-19 vaccinations, thus it does not meet the criteria.",2,95,,
33622091,,Tapentadol and Sleepwalking: A Case Report.,Ko EYJ||Tupper MW,"OBJECTIVE: This is a case report of a patient with sleepwalking likely caused by tapentadol ER secondary to higher than the recommended dose for the treatment of pain. METHODS: This report presents the relevant patient history, laboratory data and literature review on possible causes of this patient's sleepwalking. RESULTS: A 39-year-old female reported sleepwalking as the dose of tapentadol increased above the recommended maximum provided in the package insert. The mechanism of action of tapentadol involving norepinephrine reuptake inhibition affecting the central nervous system, higher dosage and drug interactions with other home medications likely contributed to her sleepwalking. CONCLUSION: This case highlights the importance of adhering to the recommended dosage of a medication and if it is clinically warranted to exceed the maximum recommended dose, the importance of diligent monitoring for any adverse effects.",2022 Aug,20210224.0,"{'certainty': 100, 'reasoning': 'The article does not discuss complications or adverse effects of vaccinations against COVID19.', 'score': 2}",The article does not discuss complications or adverse effects of vaccinations against COVID19.,2,100,"{'reasoning': 'The article discusses a case report related to the adverse effects of tapentadol, not vaccinations against COVID-19, thus it does not meet the criteria.', 'score': 2, 'certainty': 95}","The article discusses a case report related to the adverse effects of tapentadol, not vaccinations against COVID-19, thus it does not meet the criteria.",2,95,,
